theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
Nurse,The nurse talked in a way that helped me understand my condition and treatment,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8190000000000001,0.7290000000000001,0.92,0.16984385411729144,0.2853698246192527
Nurse,I felt confident in the nurse's ability to treat me,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.843,0.737,0.965,0.16984385411729144,0.2853698246192527
Nurse,I had enough time with the nurse,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.7759999999999999,0.669,0.9,0.16984385411729144,0.2853698246192527
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8859999999999999,0.82,0.9570000000000001,0.16984385411729144,0.2853698246192527
Medicines,It was easy enough for me to get my medicines,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.857,0.748,0.981,0.16984385411729144,0.2853698246192527
Medicines,I knew enough about what my medicines were for,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8140000000000001,0.7240000000000001,0.9159999999999999,0.16984385411729144,0.2853698246192527
Medicines,I knew enough about how and when to take my medicines,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.836,0.7120000000000001,0.982,0.16984385411729144,0.2853698246192527
Medicines,I knew enough about possible side effects of my medicines,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8640000000000001,0.81,0.9209999999999999,0.16984385411729144,0.2853698246192527
Medicines,I would know what to do if I had any problems with my medicines,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.858,0.7929999999999999,0.929,0.16984385411729144,0.2853698246192527
Overall care,I am treated with dignity and respect,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.639,0.561,0.727,0.16984385411729144,0.2853698246192527
Overall care,I am treated with kindness and understanding,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.654,0.579,0.738,0.16984385411729144,0.2853698246192527
Overall care,"Overall, how would you rate the care provided by your GP surgery?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.6559999999999999,0.5660000000000001,0.7609999999999999,0.16984385411729144,0.2853698246192527
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",GP Practice Size,"2,500 - 4,999","10,000+",0.363,0.27899999999999997,0.47200000000000003,0.11677623669874768,0.2853698246192527
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",GP Practice Size,"2,500 - 4,999","10,000+",0.521,0.43,0.631,0.11677623669874768,0.2853698246192527
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",GP Practice Size,"2,500 - 4,999","10,000+",0.653,0.555,0.77,0.11677623669874768,0.2853698246192527
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",GP Practice Size,"2,500 - 4,999","10,000+",0.531,0.406,0.695,0.11677623669874768,0.2853698246192527
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,GP Practice Size,"2,500 - 4,999","10,000+",0.37,0.304,0.449,0.11677623669874768,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,GP Practice Size,"2,500 - 4,999","10,000+",0.41600000000000004,0.344,0.502,0.11677623669874768,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,GP Practice Size,"2,500 - 4,999","10,000+",0.56,0.48100000000000004,0.652,0.11677623669874768,0.2853698246192527
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",GP Practice Size,"2,500 - 4,999","10,000+",0.841,0.774,0.9129999999999999,0.11677623669874768,0.2853698246192527
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,GP Practice Size,"2,500 - 4,999","10,000+",0.486,0.401,0.59,0.11677623669874768,0.2853698246192527
At your GP surgery,How clean is your GP surgery or health centre?,GP Practice Size,"2,500 - 4,999","10,000+",0.745,0.629,0.882,0.11677623669874768,0.2853698246192527
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,GP Practice Size,"2,500 - 4,999","10,000+",0.787,0.662,0.9359999999999999,0.11677623669874768,0.2853698246192527
Doctor,I felt that the doctor had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","10,000+",0.893,0.8,0.996,0.11677623669874768,0.2853698246192527
Doctor,I had enough time with the doctor,GP Practice Size,"2,500 - 4,999","10,000+",0.73,0.642,0.83,0.11677623669874768,0.2853698246192527
Nurse,The nurse listened to me,GP Practice Size,"2,500 - 4,999","10,000+",0.701,0.591,0.831,0.11677623669874768,0.2853698246192527
Nurse,I felt that the nurse had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","10,000+",0.71,0.623,0.81,0.11677623669874768,0.2853698246192527
Nurse,The nurse was considerate and understanding,GP Practice Size,"2,500 - 4,999","10,000+",0.762,0.634,0.915,0.11677623669874768,0.2853698246192527
Nurse,The nurse talked in a way that helped me understand my condition and treatment,GP Practice Size,"2,500 - 4,999","10,000+",0.736,0.647,0.838,0.11677623669874768,0.2853698246192527
Nurse,I felt confident in the nurse's ability to treat me,GP Practice Size,"2,500 - 4,999","10,000+",0.82,0.7040000000000001,0.9540000000000001,0.11677623669874768,0.2853698246192527
Nurse,I had enough time with the nurse,GP Practice Size,"2,500 - 4,999","10,000+",0.6990000000000001,0.593,0.8240000000000001,0.11677623669874768,0.2853698246192527
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,GP Practice Size,"2,500 - 4,999","10,000+",0.917,0.8390000000000001,1.002,0.11677623669874768,0.2853698246192527
Medicines,It was easy enough for me to get my medicines,GP Practice Size,"2,500 - 4,999","10,000+",0.797,0.684,0.9279999999999999,0.11677623669874768,0.2853698246192527
Medicines,I knew enough about what my medicines were for,GP Practice Size,"2,500 - 4,999","10,000+",0.873,0.7609999999999999,1.0,0.11677623669874768,0.2853698246192527
Medicines,I knew enough about how and when to take my medicines,GP Practice Size,"2,500 - 4,999","10,000+",0.85,0.7090000000000001,1.02,0.11677623669874768,0.2853698246192527
Medicines,I knew enough about possible side effects of my medicines,GP Practice Size,"2,500 - 4,999","10,000+",0.868,0.807,0.9329999999999999,0.11677623669874768,0.2853698246192527
Medicines,I would know what to do if I had any problems with my medicines,GP Practice Size,"2,500 - 4,999","10,000+",0.892,0.815,0.976,0.11677623669874768,0.2853698246192527
Overall care,I am treated with dignity and respect,GP Practice Size,"2,500 - 4,999","10,000+",0.605,0.523,0.7,0.11677623669874768,0.2853698246192527
Overall care,I am treated with kindness and understanding,GP Practice Size,"2,500 - 4,999","10,000+",0.623,0.5429999999999999,0.716,0.11677623669874768,0.2853698246192527
Overall care,"Overall, how would you rate the care provided by your GP surgery?",GP Practice Size,"2,500 - 4,999","10,000+",0.633,0.535,0.7490000000000001,0.11677623669874768,0.2853698246192527
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Frequency of contact with GP Practice,2-4 times,Once,1.175,1.1079999999999999,1.246,0.1098722942384711,0.4114268834710687
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Frequency of contact with GP Practice,2-4 times,Once,0.909,0.8490000000000001,0.972,0.1098722942384711,0.4114268834710687
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Frequency of contact with GP Practice,2-4 times,Once,0.968,0.912,1.026,0.1098722942384711,0.4114268834710687
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Frequency of contact with GP Practice,2-4 times,Once,1.115,1.053,1.18,0.1098722942384711,0.4114268834710687
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Frequency of contact with GP Practice,2-4 times,Once,0.986,0.9420000000000001,1.032,0.1098722942384711,0.4114268834710687
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Frequency of contact with GP Practice,2-4 times,Once,1.099,1.0,1.207,0.1098722942384711,0.4114268834710687
At your GP surgery,How clean is your GP surgery or health centre?,Frequency of contact with GP Practice,2-4 times,Once,0.951,0.9109999999999999,0.9940000000000001,0.1098722942384711,0.4114268834710687
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Frequency of contact with GP Practice,2-4 times,Once,1.093,1.0290000000000001,1.16,0.1098722942384711,0.4114268834710687
Doctor,The doctor listened to me,Frequency of contact with GP Practice,2-4 times,Once,0.8,0.728,0.88,0.1098722942384711,0.4114268834710687
Doctor,I felt that the doctor had all the information needed to treat me,Frequency of contact with GP Practice,2-4 times,Once,0.895,0.8340000000000001,0.961,0.1098722942384711,0.4114268834710687
Doctor,The doctor was considerate and understanding,Frequency of contact with GP Practice,2-4 times,Once,0.83,0.7709999999999999,0.893,0.1098722942384711,0.4114268834710687
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Frequency of contact with GP Practice,2-4 times,Once,0.815,0.76,0.873,0.1098722942384711,0.4114268834710687
Doctor,I felt confident in the doctor's ability to treat me,Frequency of contact with GP Practice,2-4 times,Once,0.857,0.8009999999999999,0.9179999999999999,0.1098722942384711,0.4114268834710687
Doctor,I had enough time with the doctor,Frequency of contact with GP Practice,2-4 times,Once,0.9620000000000001,0.8909999999999999,1.0390000000000001,0.1098722942384711,0.4114268834710687
Nurse,The nurse was considerate and understanding,Frequency of contact with GP Practice,2-4 times,Once,1.178,1.015,1.368,0.1098722942384711,0.4114268834710687
Medicines,It was easy enough for me to get my medicines,Frequency of contact with GP Practice,2-4 times,Once,1.101,0.956,1.2670000000000001,0.1098722942384711,0.4114268834710687
Medicines,I knew enough about how and when to take my medicines,Frequency of contact with GP Practice,2-4 times,Once,1.032,0.85,1.253,0.1098722942384711,0.4114268834710687
Medicines,I knew enough about possible side effects of my medicines,Frequency of contact with GP Practice,2-4 times,Once,1.09,1.021,1.1640000000000001,0.1098722942384711,0.4114268834710687
Medicines,I would know what to do if I had any problems with my medicines,Frequency of contact with GP Practice,2-4 times,Once,0.992,0.915,1.0759999999999998,0.1098722942384711,0.4114268834710687
Medicines,I took my prescription as I was supposed to,Frequency of contact with GP Practice,2-4 times,Once,0.871,0.743,1.022,0.1098722942384711,0.4114268834710687
